Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/062_accountOverview.js,        0, "Count new", Potential Slow
Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/062_accountOverview.js,        0, "Count document.write", Potential Slow
Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/062_accountOverview.js,        0, "Count Pattern for\s+in", Potential Slow
Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/062_accountOverview.js,        0, "Count Pattern return\s+null", Code Smell
Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/062_accountOverview.js,     2465, "Count Bytes of Code"
Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/062_accountOverview.js,       57, "Count Lines of Code"
Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/063_orders.js,        0, "Count eval", Potential Slow and Code Smell
Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/063_orders.js,        4, "Count $(", JQuery Function, Potential Slow
Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/063_orders.js,        1, "Count $.", JQuery Utility Function, Potential Slow
Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/063_orders.js,        0, "Count with", Potential Slow
Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/063_orders.js,        0, "Count new", Potential Slow
Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/063_orders.js,        0, "Count document.write", Potential Slow
Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/063_orders.js,        0, "Count Pattern for\s+in", Potential Slow
Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/063_orders.js,        0, "Count Pattern return\s+null", Code Smell
Do 19 Mai 2016 13:48:17 CEST, ../asset-build-output/resources-3.5.2901/aftersales/js/b71e1898280345da/063_orders.js,     3759, "Count Bytes of Code"
